# dimension of H = 6
# flow parameter s, norm of off-diagonal elements of H, vectorized elements of H (N*N elements)
2.7273	1.04717e-05	1.41677	-3.05668e-06	-2.82388e-14	-2.82388e-14	-2.31568e-20	-1.3933e-26	-3.05668e-06	3.47067	-3.13411e-06	-3.13411e-06	4.21678e-14	3.13085e-20	-2.82388e-14	-3.13411e-06	5.5	-1.05946e-12	-2.78254e-06	-3.87901e-14	-2.82388e-14	-3.13411e-06	-1.05946e-12	5.5	-2.78254e-06	-3.87901e-14	-2.31568e-20	4.21678e-14	-2.78254e-06	-2.78254e-06	7.54944	-3.21784e-06	-1.3933e-26	3.13085e-20	-3.87901e-14	-3.87901e-14	-3.21784e-06	9.56312	
2.8283	6.88894e-06	1.41677	-1.99623e-06	-1.21666e-14	-1.21666e-14	-6.52778e-21	-2.60775e-27	-1.99623e-06	3.47067	-2.06765e-06	-2.06765e-06	1.82015e-14	8.97273e-21	-1.21666e-14	-2.06765e-06	5.5	-4.86427e-13	-1.82056e-06	-1.68509e-14	-1.21666e-14	-2.06765e-06	-4.86427e-13	5.5	-1.82056e-06	-1.68509e-14	-6.52778e-21	1.82015e-14	-1.82056e-06	-1.82056e-06	7.54944	-2.13649e-06	-2.60775e-27	8.97273e-21	-1.68509e-14	-1.68509e-14	-2.13649e-06	9.56312	
2.9293	4.53231e-06	1.41677	-1.30368e-06	-5.24194e-15	-5.24194e-15	-1.84015e-21	-4.88078e-28	-1.30368e-06	3.47067	-1.36408e-06	-1.36408e-06	7.85656e-15	2.5715e-21	-5.24194e-15	-1.36408e-06	5.5	-2.21569e-13	-1.19116e-06	-7.32019e-15	-5.24194e-15	-1.36408e-06	-2.21569e-13	5.5	-1.19116e-06	-7.32019e-15	-1.84015e-21	7.85656e-15	-1.19116e-06	-1.19116e-06	7.54944	-1.41853e-06	-4.88078e-28	2.5715e-21	-7.32019e-15	-7.32019e-15	-1.41853e-06	9.56312	
3.0303	2.98208e-06	1.41677	-8.51397e-07	-2.25847e-15	-2.25847e-15	-5.18727e-22	-9.13509e-29	-8.51397e-07	3.47067	-8.99912e-07	-8.99912e-07	3.39124e-15	7.3697e-22	-2.25847e-15	-8.99912e-07	5.5	-9.96789e-14	-7.79351e-07	-3.17997e-15	-2.25847e-15	-8.99912e-07	-9.96789e-14	5.5	-7.79351e-07	-3.17997e-15	-5.18727e-22	3.39124e-15	-7.79351e-07	-7.79351e-07	7.54944	-9.41835e-07	-9.13509e-29	7.3697e-22	-3.17997e-15	-3.17997e-15	-9.41835e-07	9.56312	
3.1313	1.96223e-06	1.41677	-5.56023e-07	-9.73054e-16	-9.73054e-16	-1.46226e-22	-1.70976e-29	-5.56023e-07	3.47067	-5.93693e-07	-5.93693e-07	1.46381e-15	2.11209e-22	-9.73054e-16	-5.93693e-07	5.5	-4.37963e-14	-5.09914e-07	-1.38141e-15	-9.73054e-16	-5.93693e-07	-4.37963e-14	5.5	-5.09914e-07	-1.38141e-15	-1.46226e-22	1.46381e-15	-5.09914e-07	-5.09914e-07	7.54944	-6.25333e-07	-1.70976e-29	2.11209e-22	-1.38141e-15	-1.38141e-15	-6.25333e-07	9.56312	
3.2323	1.29126e-06	1.41677	-3.63123e-07	-4.19237e-16	-4.19237e-16	-4.12203e-23	-3.20007e-30	-3.63123e-07	3.47067	-3.91673e-07	-3.91673e-07	6.31843e-16	6.05305e-23	-4.19237e-16	-3.91673e-07	5.5	-1.8262e-14	-3.33627e-07	-6.00101e-16	-4.19237e-16	-3.91673e-07	-1.8262e-14	5.5	-3.33627e-07	-6.00101e-16	-4.12203e-23	6.31843e-16	-3.33627e-07	-3.33627e-07	7.54944	-4.15191e-07	-3.20007e-30	6.05305e-23	-6.00101e-16	-6.00101e-16	-4.15191e-07	9.56312	
3.3333	8.49781e-07	1.41677	-2.37145e-07	-1.80627e-16	-1.80627e-16	-1.16198e-23	-5.98939e-31	-2.37145e-07	3.47067	-2.58396e-07	-2.58396e-07	2.72731e-16	1.73475e-23	-1.80627e-16	-2.58396e-07	5.5	-6.62963e-15	-2.18285e-07	-2.60691e-16	-1.80627e-16	-2.58396e-07	-6.62963e-15	5.5	-2.18285e-07	-2.60691e-16	-1.16198e-23	2.72731e-16	-2.18285e-07	-2.18285e-07	7.54944	-2.75667e-07	-5.98939e-31	1.73475e-23	-2.60691e-16	-2.60691e-16	-2.75667e-07	9.56312	
3.4343	5.59286e-07	1.41677	-1.54873e-07	-7.78224e-17	-7.78224e-17	-3.27555e-24	-1.121e-31	-1.54873e-07	3.47067	-1.7047e-07	-1.7047e-07	1.17723e-16	4.97164e-24	-7.78224e-17	-1.7047e-07	5.5	-1.34468e-15	-1.4282e-07	-1.13247e-16	-7.78224e-17	-1.7047e-07	-1.34468e-15	5.5	-1.4282e-07	-1.13247e-16	-3.27555e-24	1.17723e-16	-1.4282e-07	-1.4282e-07	7.54944	-1.8303e-07	-1.121e-31	4.97164e-24	-1.13247e-16	-1.13247e-16	-1.8303e-07	9.56312	
3.5354	3.6797e-07	1.41677	-1.011e-07	-3.35015e-17	-3.35015e-17	-9.22202e-25	-2.09463e-32	-1.011e-07	3.47067	-1.12417e-07	-1.12417e-07	5.07721e-17	1.42306e-24	-3.35015e-17	-1.12417e-07	5.5	1.05216e-15	-9.3405e-08	-4.91551e-17	-3.35015e-17	-1.12417e-07	1.05216e-15	5.5	-9.3405e-08	-4.91551e-17	-9.22202e-25	5.07721e-17	-9.3405e-08	-9.3405e-08	7.54944	-1.21474e-07	-2.09463e-32	1.42306e-24	-4.91551e-17	-4.91551e-17	-1.21474e-07	9.56312	
3.6364	2.42216e-07	1.41677	-6.60257e-08	-1.4434e-17	-1.4434e-17	-2.59964e-25	-3.92041e-33	-6.60257e-08	3.47067	-7.41638e-08	-7.41638e-08	2.19155e-17	4.07837e-25	-1.4434e-17	-7.41638e-08	5.5	2.13453e-15	-6.1113e-08	-2.13535e-17	-1.4434e-17	-7.41638e-08	2.13453e-15	5.5	-6.1113e-08	-2.13535e-17	-2.59964e-25	2.19155e-17	-6.1113e-08	-6.1113e-08	7.54944	-8.06528e-08	-3.92041e-33	4.07837e-25	-2.13535e-17	-2.13535e-17	-8.06528e-08	9.56312	
3.7374	1.59451e-07	1.41677	-4.31195e-08	-6.21885e-18	-6.21885e-18	-7.32823e-26	-7.33761e-34	-4.31195e-08	3.47067	-4.89276e-08	-4.89276e-08	9.45968e-18	1.16883e-25	-6.21885e-18	-4.89276e-08	5.5	2.62303e-15	-3.99851e-08	-9.27619e-18	-6.21885e-18	-4.89276e-08	2.62303e-15	5.5	-3.99851e-08	-9.27619e-18	-7.32823e-26	9.45968e-18	-3.99851e-08	-3.99851e-08	7.54944	-5.35496e-08	-7.33761e-34	1.16883e-25	-9.27619e-18	-9.27619e-18	-5.35496e-08	9.56312	
3.8384	1.04974e-07	1.41677	-2.81601e-08	-2.67937e-18	-2.67937e-18	-2.06579e-26	-1.37334e-34	-2.81601e-08	3.47067	-3.22787e-08	-3.22787e-08	4.08322e-18	3.34975e-26	-2.67937e-18	-3.22787e-08	5.5	2.8431e-15	-2.61614e-08	-4.02968e-18	-2.67937e-18	-3.22787e-08	2.8431e-15	5.5	-2.61614e-08	-4.02968e-18	-2.06579e-26	4.08322e-18	-2.61614e-08	-2.61614e-08	7.54944	-3.55543e-08	-1.37334e-34	3.34975e-26	-4.02968e-18	-4.02968e-18	-3.55543e-08	9.56312	
3.9394	6.91145e-08	1.41677	-1.83906e-08	-1.1544e-18	-1.1544e-18	-5.82334e-27	-2.5704e-35	-1.83906e-08	3.47067	-2.1295e-08	-2.1295e-08	1.7625e-18	9.60007e-27	-1.1544e-18	-2.1295e-08	5.5	2.94207e-15	-1.71169e-08	-1.75054e-18	-1.1544e-18	-2.1295e-08	2.94207e-15	5.5	-1.71169e-08	-1.75054e-18	-5.82334e-27	1.7625e-18	-1.71169e-08	-1.71169e-08	7.54944	-2.36064e-08	-2.5704e-35	9.60007e-27	-1.75054e-18	-1.75054e-18	-2.36064e-08	9.56312	
4.0404	4.55081e-08	1.41677	-1.20104e-08	-4.97368e-19	-4.97368e-19	-1.64157e-27	-4.81088e-36	-1.20104e-08	3.47067	-1.40488e-08	-1.40488e-08	7.6077e-19	2.75129e-27	-4.97368e-19	-1.40488e-08	5.5	2.98651e-15	-1.11993e-08	-7.60452e-19	-4.97368e-19	-1.40488e-08	2.98651e-15	5.5	-1.11993e-08	-7.60452e-19	-1.64157e-27	7.6077e-19	-1.11993e-08	-1.11993e-08	7.54944	-1.56735e-08	-4.81088e-36	2.75129e-27	-7.60452e-19	-7.60452e-19	-1.56735e-08	9.56312	
4.1414	2.99668e-08	1.41677	-7.84363e-09	-2.14289e-19	-2.14289e-19	-4.62748e-28	-9.00425e-37	-7.84363e-09	3.47067	-9.26832e-09	-9.26832e-09	3.28382e-19	7.88496e-28	-2.14289e-19	-9.26832e-09	5.5	3.00644e-15	-7.32746e-09	-3.30348e-19	-2.14289e-19	-9.26832e-09	3.00644e-15	5.5	-7.32746e-09	-3.30348e-19	-4.62748e-28	3.28382e-19	-7.32746e-09	-7.32746e-09	7.54944	-1.04065e-08	-9.00425e-37	7.88496e-28	-3.30348e-19	-3.30348e-19	-1.04065e-08	9.56312	
4.2424	1.97344e-08	1.41677	-5.12245e-09	-9.23257e-20	-9.23257e-20	-1.30446e-28	-1.68528e-37	-5.12245e-09	3.47067	-6.11452e-09	-6.11452e-09	1.41744e-19	2.25976e-28	-9.23257e-20	-6.11452e-09	5.5	3.01536e-15	-4.79421e-09	-1.43507e-19	-9.23257e-20	-6.11452e-09	3.01536e-15	5.5	-4.79421e-09	-1.43507e-19	-1.30446e-28	1.41744e-19	-4.79421e-09	-4.79421e-09	7.54944	-6.90939e-09	-1.68528e-37	2.25976e-28	-1.43507e-19	-1.43507e-19	-6.90939e-09	9.56312	
4.3434	1.29969e-08	1.41677	-3.34533e-09	-3.97782e-20	-3.97782e-20	-3.6772e-29	-3.15424e-38	-3.34533e-09	3.47067	-4.03389e-09	-4.03389e-09	6.1183e-20	6.47626e-29	-3.97782e-20	-4.03389e-09	5.5	3.01935e-15	-3.13676e-09	-6.2341e-20	-3.97782e-20	-4.03389e-09	3.01935e-15	5.5	-3.13676e-09	-6.2341e-20	-3.6772e-29	6.1183e-20	-3.13676e-09	-3.13676e-09	7.54944	-4.58751e-09	-3.15424e-38	6.47626e-29	-6.2341e-20	-6.2341e-20	-4.58751e-09	9.56312	
4.4444	8.56026e-09	1.41677	-2.18474e-09	-1.71383e-20	-1.71383e-20	-1.03658e-29	-5.9036e-39	-2.18474e-09	3.47067	-2.66125e-09	-2.66125e-09	2.64093e-20	1.85604e-29	-1.71383e-20	-2.66125e-09	5.5	3.02113e-15	-2.05232e-09	-2.70816e-20	-1.71383e-20	-2.66125e-09	3.02113e-15	5.5	-2.05232e-09	-2.70816e-20	-1.03658e-29	2.64093e-20	-2.05232e-09	-2.05232e-09	7.54944	-3.04588e-09	-5.9036e-39	1.85604e-29	-2.70816e-20	-2.70816e-20	-3.04588e-09	9.56312	
4.5455	5.63622e-09	1.41677	-1.42619e-09	-7.37782e-21	-7.37782e-21	-2.91841e-30	-1.10311e-39	-1.42619e-09	3.47067	-1.75497e-09	-1.75497e-09	1.13899e-20	5.31266e-30	-7.37782e-21	-1.75497e-09	5.5	3.02193e-15	-1.34223e-09	-1.17548e-20	-7.37782e-21	-1.75497e-09	3.02193e-15	5.5	-1.34223e-09	-1.17548e-20	-2.91841e-30	1.13899e-20	-1.34223e-09	-1.34223e-09	7.54944	-2.0215e-09	-1.10311e-39	5.31266e-30	-1.17548e-20	-1.17548e-20	-2.0215e-09	9.56312	
4.6465	3.71278e-09	1.41677	-9.31403e-10	-3.17871e-21	-3.17871e-21	-8.22683e-31	-2.06463e-40	-9.31403e-10	3.47067	-1.15779e-09	-1.15779e-09	4.91639e-21	1.52256e-30	-3.17871e-21	-1.15779e-09	5.5	3.02228e-15	-8.78194e-10	-5.10643e-21	-3.17871e-21	-1.15779e-09	3.02228e-15	5.5	-8.78194e-10	-5.10643e-21	-8.22683e-31	4.91639e-21	-8.78194e-10	-8.78194e-10	7.54944	-1.34218e-09	-2.06463e-40	1.52256e-30	-5.10643e-21	-5.10643e-21	-1.34218e-09	9.56312	
