# delta = 1.000, g = 0.500
# =================================================================================================================
#    s          ||Hod||        diagonal elements of H
# =================================================================================================================

0.00000000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.10000000     1.22474487     1.50000000     3.50000000     5.50000000     5.50000000     7.50000000     9.50000000     
0.20000000     1.47986486     1.30000000     3.40000000     5.50000000     5.50000000     7.60000000     9.70000000     
0.30000000     3.94451651     0.76975000     2.82145000     5.48110000     5.48110000     8.10295000     10.34365000    
0.40000000     17.75215704    -4.26021805    -3.37994705    5.45367516     5.45367516     13.12821004    16.60460473    
0.50000000     626.32403121   -233.08295067  -361.07772186  4.64761364     4.64761364     241.27526512   376.59018012   
0.60000000     29919808.90062916-5419397.98407575-20100541.65792642-31475.93130670-31475.931306705361749.0434518320221175.46116375
0.70000000     4695915762539590320128.00000000-70957983779125747712.00000000-3275008939638232973312.00000000-2996553493083949568.00000000-2996553493083949056.0000000065727652675532447744.000000003286232377727994298368.00000000
0.80000000     20101660425625123485359787037273989778930493229162057492731002880.00000000-31509989918994976768686306391280364784039091807118550615719936.00000000-14121513049889279083748243642267543716527979208082702939216412672.00000000-8546748230408004125148532963897351746113381092014447770206208.00000000-8546748230408008406891611081776994920971289440499856918446080.0000000020715687658181786897825741800304672713788646541657515279515648.0000000014149400848610909537847370854031009443382109531087912886910058496.00000000
0.90000000     inf            -1631395267437469505727655740024847407349535062313532827574948882553843455384158082894084640342602868016880223874558178776287494283552257015366233861834926872946713064931863656639524679712768.00000000-1125144797145342139401430389795463970898791288501033854222448839905317825606397766915099945432533767752325527632746461360386888413071327129258592238786353974561141870197425486340689489150607360.00000000-398360431313465162214867717273597900250790285495296808382039665911040471217922764651737255445106155762375108675213051304469614624090468929153499905683384845548425755118136343545124566859776.00000000-398360431313464853051865875892930324622639010936309264467853289396240578639102648530205872280272192866873782121406814307380332103916294739947207022244372386115731877751676447786659380985856.00000000976199100026272199278412131050698408065696667908652487215423862702424756308451049241257389215135105824283630980124614568448579016246383850648551542792952201625009149521740421057200238100480.000000001126596714175380435711643173496277544961296042865812932139152531283466146638913574833963769849284857981828398210748003932815579100593843377912570318121087916790038205114212401389180668138749952.00000000
1.00000000     nan            nan            nan            nan            nan            nan            nan            
1.10000000     nan            nan            nan            nan            nan            nan            nan            
1.20000000     nan            nan            nan            nan            nan            nan            nan            
1.30000000     nan            nan            nan            nan            nan            nan            nan            
1.40000000     nan            nan            nan            nan            nan            nan            nan            
1.50000000     nan            nan            nan            nan            nan            nan            nan            
1.60000000     nan            nan            nan            nan            nan            nan            nan            
1.70000000     nan            nan            nan            nan            nan            nan            nan            
1.80000000     nan            nan            nan            nan            nan            nan            nan            
1.90000000     nan            nan            nan            nan            nan            nan            nan            
2.00000000     nan            nan            nan            nan            nan            nan            nan            
2.10000000     nan            nan            nan            nan            nan            nan            nan            
2.20000000     nan            nan            nan            nan            nan            nan            nan            
2.30000000     nan            nan            nan            nan            nan            nan            nan            
2.40000000     nan            nan            nan            nan            nan            nan            nan            
2.50000000     nan            nan            nan            nan            nan            nan            nan            
2.60000000     nan            nan            nan            nan            nan            nan            nan            
2.70000000     nan            nan            nan            nan            nan            nan            nan            
2.80000000     nan            nan            nan            nan            nan            nan            nan            
2.90000000     nan            nan            nan            nan            nan            nan            nan            
3.00000000     nan            nan            nan            nan            nan            nan            nan            
3.10000000     nan            nan            nan            nan            nan            nan            nan            
3.20000000     nan            nan            nan            nan            nan            nan            nan            
3.30000000     nan            nan            nan            nan            nan            nan            nan            
3.40000000     nan            nan            nan            nan            nan            nan            nan            
3.50000000     nan            nan            nan            nan            nan            nan            nan            
3.60000000     nan            nan            nan            nan            nan            nan            nan            
3.70000000     nan            nan            nan            nan            nan            nan            nan            
3.80000000     nan            nan            nan            nan            nan            nan            nan            
3.90000000     nan            nan            nan            nan            nan            nan            nan            
4.00000000     nan            nan            nan            nan            nan            nan            nan            
4.10000000     nan            nan            nan            nan            nan            nan            nan            
4.20000000     nan            nan            nan            nan            nan            nan            nan            
4.30000000     nan            nan            nan            nan            nan            nan            nan            
4.40000000     nan            nan            nan            nan            nan            nan            nan            
4.50000000     nan            nan            nan            nan            nan            nan            nan            
4.60000000     nan            nan            nan            nan            nan            nan            nan            
4.70000000     nan            nan            nan            nan            nan            nan            nan            
4.80000000     nan            nan            nan            nan            nan            nan            nan            
4.90000000     nan            nan            nan            nan            nan            nan            nan            
5.00000000     nan            nan            nan            nan            nan            nan            nan            
5.20000000     nan            nan            nan            nan            nan            nan            nan            
5.40000000     nan            nan            nan            nan            nan            nan            nan            
5.60000000     nan            nan            nan            nan            nan            nan            nan            
